X1,D.ananassae,D.arizonae,D.biarmipes,D.bipectinata,D.busckii,D.elegans,D.erecta,D.eugracilis,D.ficusphila,D.grimshawi,D.hydei,D.kikkawai,D.melanogaster,D.miranda,D.mojavensis,D.navojoa,D.novamexicana,D.obscura,D.persimilis,D.pseudoobscura,D.rhopaloa,D.sechellia,D.serrata,D.simulans,D.suzukii,D.takahashii,D.virilis,D.willistoni,D.yakuba
OG0010688,XP_001954314.1,XP_017855671.1,XP_016950687.1,XP_017102274.1,XP_017848248.1,XP_017119826.1,XP_001978823.1,XP_017081721.1,XP_017057053.1,XP_001989908.1,XP_023179970.1,XP_017026686.1,NP_730833.1,XP_017143227.1,XP_001999137.1,XP_017967097.1,XP_030559459.1,XP_022214290.1,XP_002017539.1,XP_001359600.1,XP_016983014.1,XP_002038295.1,XP_020817527.1,XP_002102100.1,XP_016932322.1,XP_016993901.1,XP_002056060.1,XP_002072722.1,XP_002095947.2
OG0010689,XP_001954321.1,XP_017874252.1,XP_016951571.1,XP_017102117.1,XP_017845757.1,XP_017129237.1,XP_026831649.1,XP_017079762.1,XP_017052669.1,XP_001990634.1,XP_023164507.1,XP_017038149.1,NP_651459.2,XP_017141146.1,XP_001999752.1,XP_017968941.1,XP_030565252.1,XP_022210213.1,XP_002016889.1,XP_002137656.1,XP_016988416.1,XP_002041349.2,XP_020810935.1,XP_016036370.1,XP_016935561.1,XP_017011409.1,XP_002053489.1,XP_015032275.1,XP_002098941.1
OG0010690,XP_001954332.1,XP_017856546.1,XP_016950925.1,XP_017101797.1,XP_017845997.1,XP_017128921.1,XP_001981712.1,XP_017079641.1,XP_017052383.1,XP_001990623.1,XP_023164522.2,XP_017038109.1,NP_524510.1,XP_017139979.1,XP_001999741.1,XP_017968637.1,XP_030565291.1,XP_022210965.1,XP_002016901.1,XP_001359179.1,XP_016988383.1,XP_002041338.1,XP_020810956.1,XP_002105010.1,XP_016935574.1,XP_017011376.1,XP_002053478.1,XP_002074087.1,XP_002098952.1
OG0010691,XP_001954333.1,XP_017855904.1,XP_016950809.1,XP_017101734.1,XP_017845797.1,XP_017128874.1,XP_001981713.1,XP_017079611.1,XP_017052850.1,XP_001990622.1,XP_023164512.1,XP_017038085.1,NP_524509.2,XP_017145272.1,XP_001999740.1,XP_017968633.1,XP_030565229.1,XP_022209804.1,XP_002016902.1,XP_001359175.1,XP_016988372.1,XP_002041337.1,XP_020810910.1,XP_002105009.1,XP_016935565.1,XP_017011355.1,XP_002053477.1,XP_002074086.1,XP_002098953.1
OG0010692,XP_001954337.2,XP_017855906.1,XP_016950801.1,XP_017101712.1,XP_017845626.1,XP_017129218.1,XP_001981718.1,XP_017079809.1,XP_017052826.1,XP_001990617.1,XP_023164513.1,XP_017038086.1,NP_524505.2,XP_017145140.1,XP_001999735.1,XP_017969222.1,XP_030565185.1,XP_022211072.1,XP_002016906.1,XP_001359178.1,XP_016988433.1,XP_002041333.1,XP_020810907.1,XP_002105004.1,XP_016935564.1,XP_017011412.1,XP_002053473.1,XP_002074081.1,XP_002098958.1
OG0010693,XP_001954339.1,XP_017856639.1,XP_016950895.1,XP_017101767.1,XP_017846240.1,XP_017128903.1,XP_026831883.1,XP_017079634.1,XP_017052364.1,XP_001990614.1,XP_023164525.2,XP_017038104.1,NP_524503.2,XP_017145206.1,XP_001999732.1,XP_017969220.1,XP_030565265.1,XP_022210623.1,XP_002016910.1,XP_001359172.1,XP_016988380.1,XP_002041331.1,XP_020810945.1,XP_002105002.1,XP_016938429.1,XP_017011373.1,XP_002053471.1,XP_002074079.1,XP_002098960.1
OG0010694,XP_001954354.1,XP_017868171.1,XP_016950919.1,XP_017102333.1,XP_017853219.1,XP_017129240.1,XP_001981736.2,XP_017079625.1,XP_017052856.1,XP_001996233.2,XP_023177998.1,XP_017026577.1,NP_651441.1,XP_017140306.1,XP_001999611.1,XP_017967824.1,XP_030563746.1,XP_022209563.1,XP_002016926.1,XP_001359192.2,XP_016988377.1,XP_002041313.2,XP_020798468.1,XP_002104987.2,XP_016937399.1,XP_016996620.1,XP_032294971.1,XP_002073955.2,XP_002098975.2
OG0010696,XP_001954404.1,XP_017873980.1,XP_016948690.1,XP_017102310.1,XP_017845749.1,XP_017113981.1,XP_001979701.1,XP_017067289.1,XP_017040199.1,XP_001994628.1,XP_023173598.1,XP_017036677.1,NP_650674.1,XP_017140944.1,XP_001998291.1,XP_017954445.1,XP_030565279.1,XP_022210001.1,XP_002019790.1,XP_001359951.2,XP_016992279.1,XP_002041022.1,XP_020817635.1,XP_002103004.1,XP_016936493.1,XP_017003773.1,XP_002053584.1,XP_002070040.1,XP_002096129.1
OG0010697,XP_001954406.1,XP_017873981.1,XP_016950513.1,XP_017101727.1,XP_017845738.1,XP_017114010.1,XP_001979703.1,XP_017067287.1,XP_017039743.1,XP_001994630.1,XP_023173629.1,XP_017036666.1,NP_650672.1,XP_017140945.1,XP_001998293.1,XP_030242819.1,XP_030565181.1,XP_022210004.1,XP_002019788.1,XP_001359949.2,XP_016992291.1,XP_002041024.1,XP_020817384.1,XP_002103006.2,XP_016936497.1,XP_017003777.1,XP_002053586.1,XP_002070042.1,XP_002096127.1
OG0010698,XP_001954413.1,XP_017873905.1,XP_016951540.1,XP_017102331.1,XP_017848015.1,XP_017113969.1,XP_001979710.1,XP_017076584.1,XP_017040188.1,XP_001994639.1,XP_023173664.1,XP_017036776.1,NP_650662.1,XP_017139923.1,XP_001998301.1,XP_030244644.1,XP_030565307.1,XP_022209963.1,XP_002019775.1,XP_002138049.1,XP_016978220.1,XP_002041032.1,XP_020815857.1,XP_002103014.1,XP_016926530.1,XP_017003780.1,XP_002053596.1,XP_002070049.1,XP_002096121.1
OG0010701,XP_001954489.3,XP_017874924.1,XP_016961256.1,XP_017102099.1,XP_017845466.1,XP_017114547.1,XP_001982223.1,XP_017082744.1,XP_017052815.1,XP_001989676.1,XP_023165285.2,XP_017035096.1,NP_651093.1,XP_017143761.1,XP_001999142.1,XP_030239911.1,XP_030553891.1,XP_022231618.1,XP_002012748.1,XP_001358118.1,XP_016974505.1,XP_032578935.1,XP_020799658.1,XP_002104480.1,XP_016924900.1,XP_017003720.1,XP_002054276.1,XP_002069629.1,XP_002098345.1
OG0010702,XP_001954492.2,XP_017874914.1,XP_016960843.1,XP_017101968.1,XP_017848749.1,XP_017114515.1,XP_001982226.1,XP_017082697.1,XP_017052543.1,XP_001989969.1,XP_030080628.1,XP_017035067.1,NP_524453.1,XP_017142899.1,XP_001999145.1,XP_030239877.1,XP_030573569.1,XP_022231592.1,XP_002012751.1,XP_001358121.1,XP_016974488.1,XP_032578931.1,XP_020799646.1,XP_002104476.2,XP_016924874.1,XP_017003684.1,XP_002054279.1,XP_002069632.1,XP_002098342.1
OG0010703,XP_001954516.1,XP_017869764.1,XP_016952462.1,XP_017101916.1,XP_017845029.1,XP_017118821.1,XP_001980069.1,XP_017067681.1,XP_017053464.1,XP_001989955.1,XP_023164605.2,XP_017031478.1,NP_524368.4,XP_017144611.1,XP_001999156.1,XP_030239905.1,XP_030573623.1,XP_022221247.1,XP_002012764.1,XP_002137154.1,XP_016979284.1,XP_002031051.1,XP_020818296.1,XP_002103304.1,XP_016941789.1,XP_017008989.1,XP_002054291.1,XP_002069644.1,XP_002097726.1
OG0010704,XP_001954536.1,XP_017864625.1,XP_016960256.1,XP_017101870.1,XP_017847001.1,XP_017118749.1,XP_001979387.1,XP_017074593.1,XP_017048770.1,XP_001994477.1,XP_023172656.1,XP_017017489.1,NP_732553.2,XP_017139850.1,XP_002001096.1,XP_017962112.1,XP_030553967.1,XP_022209623.1,XP_002023964.1,XP_001358091.1,XP_016983711.1,XP_002043438.1,XP_020799455.1,XP_002102680.1,XP_016930943.1,XP_017003445.1,XP_002054152.1,XP_002072165.1,XP_002096462.1
OG0010705,XP_001954564.1,XP_017874450.1,XP_016960942.1,XP_017101847.1,XP_017845124.1,XP_017113875.1,XP_001979417.1,XP_017084947.1,XP_017048855.1,XP_001994450.1,XP_023172607.1,XP_017020003.1,NP_524416.1,XP_017143554.1,XP_002001069.2,XP_017967337.1,XP_030573755.1,XP_022210723.1,XP_002020332.1,XP_002136995.1,XP_016981499.1,XP_002043469.1,XP_020813561.1,XP_002102712.1,XP_016927068.1,XP_017004926.1,XP_002054179.1,XP_002072193.1,XP_002096433.1
OG0010706,XP_001954592.1,XP_017856063.1,XP_016961359.1,XP_017102267.1,XP_017849691.1,XP_017124193.1,XP_001980972.1,XP_017073581.1,XP_017055510.1,XP_001994770.1,XP_023175799.2,XP_017036950.1,NP_649792.3,XP_017144376.1,XP_002000047.1,XP_017964810.1,XP_030556304.1,XP_022224865.1,XP_002013392.1,XP_001358851.1,XP_016987098.1,XP_002032052.1,XP_020811267.1,XP_002104272.1,XP_016925506.1,XP_017008212.1,XP_002054545.1,XP_002073383.1,XP_002096799.1
OG0010708,XP_001954713.2,XP_017873947.1,XP_016952285.1,XP_017088650.1,XP_017844889.1,XP_017131105.1,XP_001981377.1,XP_017083081.1,XP_017038948.1,XP_001996090.1,XP_023164627.2,XP_017023710.1,NP_651681.2,XP_017143946.1,XP_002000748.1,XP_017969209.1,XP_030563009.1,XP_022209670.1,XP_002020245.1,XP_001357729.2,XP_016983703.1,XP_002037173.1,XP_020811149.1,XP_016036794.1,XP_016926322.1,XP_016998845.1,XP_002058595.1,XP_023035537.1,XP_002098613.1
OG0010709,XP_001954741.1,XP_017856386.1,XP_016961153.1,XP_017088609.1,XP_017848954.1,XP_017122806.1,XP_001980850.1,XP_017078649.1,XP_017058575.1,XP_001996142.1,XP_023168524.1,XP_017034368.1,NP_524826.1,XP_017141493.1,XP_002000798.1,XP_017966890.1,XP_030563994.1,XP_022220729.1,XP_002020367.1,XP_001357561.1,XP_016982018.1,XP_002031926.1,XP_020811502.1,XP_002104150.1,XP_016926080.1,XP_017000311.1,XP_002055906.1,XP_002073730.1,XP_002096918.1
OG0010710,XP_001954743.1,XP_017856233.1,XP_016961348.1,XP_017088610.1,XP_017848607.1,XP_017122773.1,XP_001980852.1,XP_017078661.1,XP_017058576.1,XP_001996140.2,XP_023168513.1,XP_017034446.1,NP_649876.1,XP_017141494.1,XP_002000796.2,XP_017966918.1,XP_030564134.1,XP_022220794.1,XP_002020365.1,XP_001357559.1,XP_016981982.1,XP_002031928.1,XP_020811379.1,XP_002104152.1,XP_016926059.1,XP_017000305.1,XP_002055904.2,XP_002073728.2,XP_002096916.1
OG0010713,XP_001954796.1,XP_017859540.1,XP_016960730.1,XP_017088515.1,XP_017847423.1,XP_017131455.1,XP_001982274.1,XP_017082720.1,XP_017058394.1,XP_001993912.1,XP_023171709.1,XP_017035812.1,NP_651048.1,XP_017141687.1,XP_002001436.1,XP_017967815.1,XP_030558736.1,XP_022212186.1,XP_002013573.1,XP_001358718.1,XP_016984000.1,XP_002032204.1,XP_020813537.1,XP_002104424.1,XP_016944332.1,XP_017007532.1,XP_002058394.1,XP_002069766.1,XP_002098292.1
OG0010714,XP_001954879.1,XP_017874707.1,XP_016950056.1,XP_017103533.1,XP_017847537.1,XP_017111167.1,XP_001980174.1,XP_017076510.1,XP_017062501.1,XP_001994193.1,XP_023176098.1,XP_017016771.1,NP_477445.1,XP_017144527.1,XP_001999667.1,XP_017955814.1,XP_030571973.1,XP_022213562.1,XP_002017312.1,XP_001359457.1,XP_016972318.1,XP_002041232.1,XP_020815462.1,XP_002103197.1,XP_016926526.1,XP_017004549.1,XP_002053210.1,XP_002072766.1,XP_002097617.1
OG0010715,XP_001954915.1,XP_017856267.1,XP_016949092.1,XP_017103864.1,XP_017849864.1,XP_017113909.1,XP_001979687.1,XP_017067276.1,XP_017039871.1,XP_001994614.1,XP_023173682.2,XP_017036719.1,NP_650685.1,XP_017142034.1,XP_001998276.2,XP_017955137.2,XP_030565245.1,XP_022209854.1,XP_002019805.1,XP_001359961.1,XP_016977990.1,XP_002041007.1,XP_020815695.1,XP_002102989.1,XP_016941669.1,XP_016992613.1,XP_002053569.1,XP_002070026.2,XP_002096145.1
OG0010716,XP_001954916.1,XP_017856214.1,XP_016951353.1,XP_017103408.1,XP_017845400.1,XP_017114013.1,XP_001979686.1,XP_017067285.1,XP_017039868.1,XP_001994522.1,XP_023173681.1,XP_017036718.1,NP_650686.1,XP_017142032.1,XP_001998275.1,XP_017954355.2,XP_030565273.1,XP_022209851.1,XP_002019806.1,XP_001359962.1,XP_016977987.1,XP_002041006.1,XP_020815709.1,XP_016034199.1,XP_016941649.1,XP_016992614.1,XP_002053568.1,XP_002070025.1,XP_002096146.2
OG0010717,XP_001954928.1,XP_017856122.1,XP_016954338.1,XP_017103541.1,XP_017844705.1,XP_017119241.1,XP_001979336.1,XP_017074725.1,XP_017057202.1,XP_001990406.1,XP_023169676.1,XP_017036744.1,NP_476979.1,XP_017142140.1,XP_001998389.1,XP_017954499.1,XP_030571893.1,XP_022209801.1,XP_002016943.1,XP_001359205.2,XP_016970842.1,XP_002044267.2,XP_020816038.1,XP_016033741.1,XP_016936004.1,XP_017003771.1,XP_002053149.1,XP_002072778.1,XP_002096507.1
OG0010719,XP_001954951.2,XP_017872399.1,XP_016954454.1,XP_017102924.1,XP_017850015.1,XP_017114328.1,XP_001977280.1,XP_017073734.1,XP_017055228.1,XP_001991894.1,XP_030079531.1,XP_017030048.1,NP_001014730.1,XP_017135713.1,XP_002010565.1,XP_017964201.1,XP_030564675.1,XP_022234184.1,XP_002023036.2,XP_002134551.1,XP_016988550.1,XP_002041820.1,XP_020802078.1,XP_002106583.1,XP_016936841.1,XP_017012921.1,XP_002055550.2,XP_023034781.1,XP_002101788.1
OG0010721,XP_001954984.1,XP_017873941.1,XP_016952523.1,XP_017102637.1,XP_017837588.1,XP_017118915.1,XP_001980110.1,XP_017083786.1,XP_017053571.1,XP_001994197.1,XP_023176076.2,XP_017031543.1,NP_650499.1,XP_017141351.1,XP_001999664.1,XP_017955627.1,XP_030572129.1,XP_022219649.1,XP_002017032.2,XP_001359259.2,XP_016969072.1,XP_002031009.1,XP_020818503.1,XP_002103262.1,XP_016936222.1,XP_016995357.1,XP_002053214.1,XP_002070089.1,XP_002097688.1
OG0010724,XP_001955022.2,XP_017856523.1,XP_016950920.1,XP_017092715.1,XP_017846286.1,XP_017131102.1,XP_001981639.1,XP_017079647.1,XP_017052387.1,XP_001995973.2,XP_023174691.1,XP_017037697.1,NP_651502.2,XP_017140203.1,XP_002001119.2,XP_030238121.1,XP_030573815.1,XP_022212567.1,XP_002023786.2,XP_001357967.3,XP_016977442.1,XP_032578224.1,XP_020811138.1,XP_016036459.1,XP_016925378.1,XP_016998378.1,XP_002054131.2,XP_023036149.1,XP_002098879.1
OG0010727,XP_001955030.1,XP_017855590.1,XP_016951360.1,XP_017092859.1,XP_017849603.1,XP_017131692.1,XP_001981649.1,XP_017079786.1,XP_017052759.1,XP_001989565.1,XP_023165635.1,XP_017037740.1,NP_477318.1,XP_017145137.1,XP_001999796.2,XP_017968288.1,XP_030562787.1,XP_022212648.1,XP_002013973.1,XP_001358444.2,XP_016977448.1,XP_002041402.1,XP_020811719.1,XP_002105072.1,XP_016925373.1,XP_016998428.1,XP_002058680.1,XP_002073111.1,XP_002098888.1
OG0010729,XP_001955085.1,XP_017869139.1,XP_016961259.1,XP_017105197.1,XP_017846873.1,XP_017112190.1,XP_001979575.1,XP_017084836.1,XP_017041104.1,XP_001996108.1,XP_023160819.2,XP_017036393.1,NP_650775.2,XP_017143668.1,XP_002000766.1,XP_017967310.1,XP_030562674.1,XP_022210883.1,XP_002020311.1,XP_001357779.2,XP_016985162.1,XP_002044716.1,XP_020817645.1,XP_016034085.1,XP_016935662.1,XP_016997260.1,XP_002058615.1,XP_002072653.1,XP_002096265.1
OG0010730,XP_001955086.1,XP_017869242.1,XP_016961261.1,XP_017105205.1,XP_017846875.1,XP_017112196.1,XP_001979576.1,XP_017084844.1,XP_017041110.1,XP_001996109.1,XP_023160820.2,XP_017036395.1,NP_650774.1,XP_017143673.1,XP_002000767.1,XP_017967318.1,XP_030562675.1,XP_022210890.1,XP_002020312.1,XP_001357780.1,XP_016985165.1,XP_002044717.1,XP_020817647.1,XP_002102882.1,XP_016935663.1,XP_016997262.1,XP_002058616.1,XP_002072654.1,XP_002096266.1
OG0010731,XP_001955152.1,XP_017862602.1,XP_016953837.1,XP_017102905.1,XP_017844844.1,XP_017130624.1,XP_001979056.1,XP_017082118.1,XP_017046596.1,XP_001996048.1,XP_023163492.2,XP_017037774.1,NP_731065.1,XP_017139516.1,XP_001999248.1,XP_017967315.1,XP_030562933.1,XP_022220762.1,XP_002013308.1,XP_001358911.2,XP_016971376.1,XP_002038545.2,XP_020798750.1,XP_002102350.1,XP_016938079.1,XP_016995807.1,XP_002058545.1,XP_002073612.1,XP_002098138.2
OG0010732,XP_001955153.1,XP_017856364.1,XP_016953737.1,XP_017102735.1,XP_017848564.1,XP_017130947.1,XP_001979054.1,XP_017082101.1,XP_017046705.1,XP_001996049.1,XP_030080736.1,XP_017037760.1,NP_649636.1,XP_017140469.1,XP_001999247.1,XP_017967102.1,XP_030562733.1,XP_022220819.1,XP_002013306.1,XP_001358912.1,XP_016976754.1,XP_002038543.1,XP_020798734.1,XP_002102349.1,XP_016938125.1,XP_016995830.1,XP_002058546.1,XP_002073615.1,XP_002098136.1
OG0010733,XP_001955191.1,XP_017874589.1,XP_016954224.1,XP_017103663.1,XP_017849460.1,XP_017130843.1,XP_001979009.1,XP_017082271.1,XP_017046632.1,XP_001989601.1,XP_023165171.2,XP_017016774.1,NP_649602.2,XP_017142222.1,XP_001999836.2,XP_017968283.1,XP_030563813.1,XP_022232504.1,XP_002013263.2,XP_001358945.2,XP_016969880.1,XP_002038497.1,XP_020817411.1,XP_002102302.1,XP_016941606.1,XP_017008350.1,XP_002058714.2,XP_002073651.1,XP_002098093.1
OG0010735,XP_001955203.1,XP_017855956.1,XP_016954235.1,XP_017103664.1,XP_017848504.1,XP_017130732.1,XP_001979000.1,XP_017082274.1,XP_017044260.1,XP_001994954.1,XP_023169874.1,XP_017016781.1,NP_649594.1,XP_017143520.1,XP_002000722.1,XP_017962810.1,XP_030573471.1,XP_022210944.1,XP_002013778.1,XP_001358566.2,XP_016991922.1,XP_002038488.1,XP_020817279.1,XP_002102292.1,XP_016935953.1,XP_017008303.1,XP_002054357.1,XP_002072026.1,XP_002098085.1
OG0010736,XP_001955217.1,XP_017855862.1,XP_016954187.1,XP_017110207.1,XP_017846022.1,XP_017130604.1,XP_001978987.1,XP_017082261.1,XP_017044213.1,XP_001990602.1,XP_023176227.1,XP_017026207.1,NP_649582.1,XP_017143407.1,XP_001999716.1,XP_017955579.1,XP_030565180.1,XP_022217902.1,XP_002014145.1,XP_001359051.2,XP_016987739.1,XP_002038476.1,XP_020812899.1,XP_002102277.1,XP_016923444.1,XP_017008340.1,XP_002053456.1,XP_002073036.1,XP_002098073.1
OG0010737,XP_001955247.1,XP_017873931.1,XP_016961509.1,XP_017110221.1,XP_017849685.1,XP_017123918.1,XP_001980943.1,XP_017073491.1,XP_017058728.1,XP_001994079.1,XP_023178896.1,XP_017034371.1,NP_649808.1,XP_017142476.1,XP_002000437.1,XP_017967211.1,XP_030562126.1,XP_022209512.1,XP_002014113.1,XP_001359027.2,XP_016989877.1,XP_002032021.1,XP_020813116.1,XP_002104240.1,XP_016927216.1,XP_017003724.1,XP_002056607.1,XP_002073328.1,XP_002096827.1
OG0010738,XP_001955255.1,XP_017874163.1,XP_016951092.1,XP_017086847.1,XP_017847133.1,XP_017131089.1,XP_001981308.1,XP_017076391.1,XP_017041644.1,XP_001993651.1,XP_023164049.1,XP_017020463.1,NP_651728.1,XP_017141754.1,XP_032589401.1,XP_017967549.1,XP_030559400.1,XP_022212483.1,XP_002013214.1,XP_001358979.2,XP_016989052.1,XP_002037251.1,XP_020798558.1,XP_002105398.2,XP_016937409.1,XP_017005270.1,XP_002053821.1,XP_002070201.1,XP_002098535.1
OG0010739,XP_001955265.1,XP_017860644.1,XP_016952810.1,XP_017110226.1,XP_017849889.1,XP_017113954.1,XP_001982046.1,XP_017084193.1,XP_017046840.1,XP_001989987.1,XP_023166514.2,XP_017036387.1,NP_651214.2,XP_017144196.1,XP_001998799.1,XP_017967041.1,XP_030562814.1,XP_022215230.1,XP_026850817.1,XP_001358810.3,XP_016981456.1,XP_002032444.1,XP_020817459.1,XP_016035982.1,XP_016937783.1,XP_017015900.1,XP_002058644.1,XP_002070212.2,XP_002099294.2
OG0010740,XP_001955269.1,XP_017871471.1,XP_016952888.1,XP_017110232.1,XP_017849521.1,XP_017123885.1,XP_001981893.1,XP_017079913.1,XP_017052578.1,XP_001996950.1,XP_023170006.1,XP_017020704.1,NP_651320.1,XP_017142608.1,XP_002001002.1,XP_017967036.1,XP_030553883.1,XP_022208566.1,XP_002013931.1,XP_001358477.1,XP_016977387.1,XP_002043845.1,XP_020816821.1,XP_016036187.1,XP_016925621.1,XP_016996617.1,XP_002054248.1,XP_002073577.1,XP_002099135.1
OG0010741,XP_001955273.2,XP_017868851.1,XP_016952294.1,XP_017110204.1,XP_017844807.1,XP_017124219.1,XP_001981897.1,XP_017079864.1,XP_017052355.1,XP_001993755.1,XP_023166062.1,XP_017020544.1,NP_651316.1,XP_017140225.1,XP_002001006.1,XP_017965907.1,XP_030573371.1,XP_022234691.1,XP_002013926.1,XP_001358480.2,XP_016981839.1,XP_002032600.1,XP_020817710.1,XP_002104816.1,XP_016936227.1,XP_016996719.1,XP_002054245.1,XP_002073742.1,XP_002099143.1
OG0010742,XP_001955276.1,XP_017868805.1,XP_016952334.1,XP_017110251.1,XP_017849410.1,XP_017123908.1,XP_001981901.1,XP_017079920.1,XP_017052507.1,XP_001993758.1,XP_023166047.2,XP_017020553.1,NP_477271.1,XP_017141560.1,XP_002001009.1,XP_017965868.1,XP_030573833.1,XP_022234673.1,XP_002013921.1,XP_001358482.1,XP_016981930.1,XP_002032597.1,XP_020817620.1,XP_016036177.1,XP_016936203.1,XP_016996707.1,XP_002054242.1,XP_002073745.1,XP_002099147.1
OG0010743,XP_001955290.1,XP_017872612.1,XP_016950409.1,XP_017086820.1,XP_017848831.1,XP_017114533.1,XP_001981494.1,XP_017083297.1,XP_017052784.1,XP_001994389.1,XP_023164230.2,XP_017035116.1,NP_524537.1,XP_017143112.1,XP_002001334.1,XP_017968662.1,XP_030564287.1,XP_022212227.1,XP_002020020.1,XP_001357913.1,XP_016969312.1,XP_002042982.1,XP_020799656.1,XP_002105195.1,XP_016939983.1,XP_016999098.1,XP_002055966.1,XP_002069911.2,XP_002098740.1
OG0010744,XP_001955322.1,XP_017863386.1,XP_016950218.1,XP_017092072.1,XP_017847114.1,XP_017128968.1,XP_001981527.1,XP_017082875.1,XP_017041768.1,XP_001993787.1,XP_023176896.2,XP_017035128.1,NP_651572.2,XP_017143910.1,XP_002001367.1,XP_017956952.1,XP_030563986.1,XP_022216446.1,XP_026850751.1,XP_001357889.2,XP_016980625.1,XP_002042949.1,XP_020799651.1,XP_002105164.1,XP_016942856.1,XP_017009400.1,XP_002055994.1,XP_002069884.2,XP_002098776.1
OG0010745,XP_001955325.1,XP_017863246.1,XP_016950357.1,XP_017091784.1,XP_017849786.1,XP_017129162.1,XP_001981530.1,XP_017082859.1,XP_017041677.1,XP_001993790.1,XP_023176830.1,XP_017035047.1,NP_524999.2,XP_017143736.1,XP_002001371.1,XP_017956850.1,XP_030564156.1,XP_022216998.1,XP_002020057.1,XP_001357886.1,XP_016992052.1,XP_002042946.1,XP_020799800.1,XP_002105161.1,XP_016942860.1,XP_017009583.1,XP_002055997.1,XP_002069881.1,XP_002098779.1
OG0010747,XP_001955332.1,XP_017866658.1,XP_016949916.1,XP_017091694.1,XP_017844665.1,XP_017128928.1,XP_001981539.1,XP_017082846.1,XP_017041627.1,XP_001994293.1,XP_023171021.1,XP_017035031.1,NP_651566.1,XP_017139559.1,XP_001999517.1,XP_030244689.1,XP_030563948.1,XP_022214701.1,XP_002013066.2,XP_001358316.1,XP_016969814.1,XP_002041513.1,XP_020799824.1,XP_002105154.1,XP_016935905.1,XP_017009103.1,XP_002054753.1,XP_002069875.1,XP_002098787.1
OG0010748,XP_001955341.2,XP_017856416.1,XP_016949828.1,XP_017091652.1,XP_017845886.1,XP_017128902.1,XP_001981551.1,XP_017082837.1,XP_017041610.1,XP_001994301.2,XP_023170972.2,XP_017035465.1,NP_651558.2,XP_017143532.1,XP_001999527.2,XP_030244407.1,XP_030563864.1,XP_022216177.1,XP_002013056.2,XP_001358310.3,XP_016987783.1,XP_002044969.1,XP_020799708.1,XP_002105145.1,XP_016943744.1,XP_017006155.1,XP_002054745.2,XP_002069867.2,XP_002098798.1
OG0010749,XP_001955345.1,XP_017874288.1,XP_016950086.1,XP_017091832.1,XP_017849669.1,XP_017129015.1,XP_001981555.1,XP_017082981.1,XP_017041749.1,XP_001994305.1,XP_023171078.1,XP_017035487.1,NP_651556.2,XP_017143859.1,XP_001999531.1,XP_017966625.2,XP_030563919.1,XP_022214549.1,XP_002013051.1,XP_001358306.1,XP_016987412.1,XP_002041498.1,XP_020799731.1,XP_002076580.2,XP_016943736.1,XP_017006153.1,XP_002054741.1,XP_002070289.1,XP_002098802.1
OG0010751,XP_001955375.1,XP_017873145.1,XP_016951434.1,XP_017092238.1,XP_017845348.1,XP_017129108.1,XP_001981409.1,XP_017083281.1,XP_017055746.1,XP_001994272.1,XP_023175872.1,XP_017016800.1,NP_651655.1,XP_017143492.1,XP_001999469.1,XP_017962525.1,XP_030563663.1,XP_022211462.1,XP_002013645.2,XP_001358671.1,XP_016987398.1,XP_002037140.1,XP_020799857.1,XP_002105285.1,XP_016932435.1,XP_017008128.1,XP_002054795.1,XP_002071981.1,XP_002098647.1
OG0010753,XP_001955405.1,XP_017857333.1,XP_016949865.1,XP_017091687.1,XP_017846395.1,XP_017111957.1,XP_001982109.1,XP_017084010.1,XP_017040186.1,XP_001994837.1,XP_023173891.1,XP_017031411.1,NP_651173.2,XP_017143510.1,XP_001999977.1,XP_017959367.1,XP_030553837.1,XP_022209667.1,XP_002020154.1,XP_001357823.3,XP_016989117.1,XP_002032379.2,XP_020810932.1,XP_002104588.2,XP_016927101.1,XP_017008702.1,XP_002054475.1,XP_002072306.1,XP_002098462.1
OG0010754,XP_001955407.1,XP_017874257.1,XP_016950495.1,XP_017092299.1,XP_017845728.1,XP_017112231.1,XP_026837863.1,XP_017083992.1,XP_017040222.1,XP_001994835.1,XP_023173781.2,XP_017031298.1,NP_651172.1,XP_017143506.1,XP_001999979.1,XP_017959118.1,XP_030573395.1,XP_022209683.1,XP_002020156.1,XP_001357822.2,XP_016977957.1,XP_032578054.1,XP_020809058.1,XP_002104585.1,XP_016927095.1,XP_017008651.1,XP_002054477.1,XP_002073373.1,XP_002098459.2
